year,geo_name,geo,grads_total_growth
2013,"Jackson County","05000US17077",None
2013,"LaPorte County, IN","05000US18091",None
2013,"Montgomery County","05000US17135",None
2013,"Jefferson County","05000US17081",None
2013,"Sheboygan County, WI","05000US55117",None
2013,"Kanawha County, WV","05000US54039",None
2013,"Haywood County","05000US37087",None
2013,"McLean County, IL","05000US17113",None
2013,"Madison County, IN","05000US18095",None
2013,"Marshall County","05000US19127",None
2013,"Licking County, OH","05000US39089",None
2013,"Aroostook County","05000US23003",None
2013,"Johnson County, IN","05000US18081",None
2013,"Jefferson County, KY","05000US21111",None
2013,"Rock Island County, IL","05000US17161",None
2013,"LaSalle County, IL","05000US17099",None
2013,"Alleghany County","05000US51005",None
2013,"Polk County","05000US41053",None
2013,"McDonough County","05000US17109",None
2013,"Lexington County, SC","05000US45063",None
2013,"Pittsburg County","05000US40121",None
2013,"Williamson County","05000US17199",None
2013,"Elkhart County, IN","05000US18039",None
2013,"Livingston County","05000US17105",None
2013,"Burleigh County","05000US38015",None
2013,"Yellowstone County, MT","05000US30111",None
2013,"Washington County","05000US19183",None
2013,"Macoupin County","05000US17117",None
2014,"Washington County","05000US19183",None
2013,"Warren County","05000US17187",None
2013,"Marinette County","05000US55075",None
2013,"Wayne County","05000US17191",None
2013,"McCurtain County","05000US40089",None
2013,"Kershaw County","05000US45055",None
2013,"Waldo County","05000US23027",None
2013,"Kaufman County, TX","05000US48257",None
2013,"Washington County","05000US50023",None
2013,"Pottawattamie County","05000US19155",None
2013,"Gibson County","05000US18051",None
2013,"DuPage County, IL","05000US17043",None
2013,"Alpena County","05000US26007",None
2013,"Kankakee County, IL","05000US17091",None
2013,"Macon County, IL","05000US17115",None
2013,"DeKalb County, IL","05000US17037",None
2013,"Johnston County, NC","05000US37101",None
2013,"Adams County, PA","05000US42001",None
2013,"Waukesha County, WI","05000US55133",None
2013,"Sumter County, SC","05000US45085",None
2013,"Monroe County","05000US17133",None
2013,"Brown County","05000US46013",None
2013,"Baraga County","05000US26013",None
2013,"Winchester city","05000US51840",None
2013,"Coles County","05000US17029",None
2013,"Putnam County","05000US18133",None
2013,"Dorchester County, SC","05000US45035",None
2013,"Saline County","05000US17165",None
2013,"Stephenson County","05000US17177",None
2013,"Muskogee County","05000US40101",None
2013,"Anderson County, SC","05000US45007",None
2013,"Seneca County","05000US36099",None
2013,"McKinley County","05000US35031",None
2013,"Oneida County","05000US55085",None
2013,"Morgan County","05000US17137",None
2013,"Clinton County","05000US17027",None
2013,"Hardin County","05000US19083",None
2013,"Clare County","05000US26035",None
2013,"Collin County, TX","05000US48085",None
2013,"Wabash County","05000US18169",None
2013,"Harris County, TX","05000US48201",None
2013,"Baltimore city, MD","05000US24510",None
2013,"Sangamon County, IL","05000US17167",None
2013,"Delaware County, OH","05000US39041",None
2013,"Chippewa County","05000US26033",None
2013,"Tazewell County, IL","05000US17179",None
2013,"Scott County, IA","05000US19163",None
2013,"Hillsdale County","05000US26059",None
2013,"Elko County","05000US32007",None
2013,"Madison County, IL","05000US17119",None
2013,"Barry County","05000US26015",None
2013,"Marshall County","05000US18099",None
2013,"Winnebago County, IL","05000US17201",None
2013,"Graham County","05000US04009",None
2013,"Wayne County","05000US18177",None
2013,"Santa Barbara County, CA","05000US06083",None
2013,"Fond du Lac County, WI","05000US55039",None
2013,"Bergen County, NJ","05000US34003",None
2013,"Delaware County, IN","05000US18035",None
2013,"Will County, IL","05000US17197",None
2013,"Monroe County, IN","05000US18105",None
2013,"Marion County, IN","05000US18097",None
2013,"Bayfield County","05000US55007",None
2013,"Union County","05000US45087",None
2013,"Salt Lake County, UT","05000US49035",None
2013,"Dodge County","05000US55027",None
2013,"Yavapai County, AZ","05000US04025",None
2013,"Greenwood County","05000US45047",None
2013,"Yuma County, AZ","05000US04027",None
2013,"Cochise County, AZ","05000US04003",None
2013,"Aiken County, SC","05000US45003",None
2013,"Jefferson County","05000US18077",None
2013,"Skagit County, WA","05000US53057",None
2013,"Kendall County, IL","05000US17093",None
2013,"Sutter County","05000US06101",None
2013,"Grant County","05000US18053",None
2013,"Marion County","05000US19125",None
2013,"Tuolumne County","05000US06109",None
2013,"Yuba County","05000US06115",None
2013,"Plumas County","05000US06063",None
2013,"Dickinson County","05000US19059",None
2013,"Lassen County","05000US06035",None
2013,"Vernon County","05000US29217",None
2013,"Pinal County, AZ","05000US04021",None
2013,"Howard County","05000US18067",None
2013,"Cumberland County, NC","05000US37051",None
2013,"Rowan County, NC","05000US37159",None
2013,"Clinton County","05000US19045",None
2013,"Merced County, CA","05000US06047",None
2013,"Steuben County","05000US18151",None
2013,"Santa Cruz County, CA","05000US06087",None
2013,"Boulder County, CO","05000US08013",None
2013,"El Dorado County, CA","05000US06017",None
2013,"Spencer County","05000US18147",None
2013,"Coconino County, AZ","05000US04005",None
2013,"Portage County","05000US55097",None
2013,"Linn County, IA","05000US19113",None
2013,"Placer County, CA","05000US06061",None
2013,"Starke County","05000US18149",None
2013,"Pima County, AZ","05000US04019",None
2013,"Mohave County, AZ","05000US04015",None
2013,"Butte County, CA","05000US06007",None
2013,"Yolo County, CA","05000US06113",None
2013,"Imperial County, CA","05000US06025",None
2013,"Bamberg County","05000US45009",None
2013,"Kings County, CA","05000US06031",None
2013,"Madera County, CA","05000US06039",None
2013,"Orangeburg County","05000US45075",None
2013,"Knox County","05000US18083",None
2013,"Orange County, CA","05000US06059",None
2013,"Johnson County, IA","05000US19103",None
2013,"Apache County","05000US04001",None
2013,"Vermilion County","05000US17183",None
2013,"Jasper County","05000US18073",None
2013,"Navajo County, AZ","05000US04017",None
2013,"Arlington County, VA","05000US51013",None
2013,"Maricopa County, AZ","05000US04013",None
2013,"Hendricks County, IN","05000US18063",None
2013,"Riverside County, CA","05000US06065",None
2013,"Black Hawk County, IA","05000US19013",None
2013,"Santa Clara County, CA","05000US06085",None
2013,"Tippecanoe County, IN","05000US18157",None
2013,"Fairfax County, VA","05000US51059",None
2013,"Wood County","05000US55141",None
2013,"Lancaster County","05000US45057",None
2013,"Tulare County, CA","05000US06107",None
2013,"Monterey County, CA","05000US06053",None
2013,"Marin County, CA","05000US06041",None
2013,"Nobles County","05000US27105",None
2013,"Napa County, CA","05000US06055",None
2013,"Stanislaus County, CA","05000US06099",None
2013,"Craven County, NC","05000US37049",None
2013,"Siskiyou County","05000US06093",None
2013,"Warren County, OH","05000US39165",None
2013,"Winona County","05000US27169",None
2013,"Clark County, NV","05000US32003",None
2013,"Williamsburg County","05000US45089",None
2013,"Kern County, CA","05000US06029",None
2013,"Rice County","05000US27131",None
2013,"Ventura County, CA","05000US06111",None
2013,"Alexandria city, VA","05000US51510",None
2013,"Clay County","05000US27027",None
2013,"Queens County, NY","05000US36081",None
2013,"Miami-Dade County, FL","05000US12086",None
2013,"Beltrami County","05000US27007",None
2013,"Dallas County, TX","05000US48113",None
2013,"Sherburne County","05000US27141",None
2013,"Franklin County, OH","05000US39049",None
2013,"Allegheny County, PA","05000US42003",None
2013,"St. Louis County, MO","05000US29189",None
2013,"Otter Tail County","05000US27111",None
2013,"Westchester County, NY","05000US36119",None
2013,"Milwaukee County, WI","05000US55079",None
2013,"Hubbard County","05000US27057",None
2013,"Hartford County, CT","05000US09003",None
2013,"Covington County","05000US01039",None
2013,"Gwinnett County, GA","05000US13135",None
2013,"Jackson County, MO","05000US29095",None
2013,"Pierce County","05000US55093",None
2013,"New York County, NY","05000US36061",None
2013,"Polk County","05000US27119",None
2013,"Middlesex County, MA","05000US25017",None
2013,"Sawyer County","05000US55113",None
2013,"Cuyahoga County, OH","05000US39035",None
2013,"Duplin County","05000US37061",None
2013,"Mecklenburg County, NC","05000US37119",None
2013,"Green County","05000US55045",None
2013,"Erie County, NY","05000US36029",None
2013,"Hidalgo County, TX","05000US48215",None
2013,"Shelby County, TN","05000US47157",None
2013,"Brown County, WI","05000US55009",None
2013,"Montgomery County, OH","05000US39113",None
2013,"Douglas County, NE","05000US31055",None
2013,"Olmsted County, MN","05000US27109",None
2013,"Pamlico County","05000US37137",None
2013,"Tarrant County, TX","05000US48439",None
2013,"Rock County, WI","05000US55105",None
2013,"Travis County, TX","05000US48453",None
2013,"Kenosha County, WI","05000US55059",None
2013,"Pierce County, WA","05000US53053",None
2013,"Macomb County, MI","05000US26099",None
2013,"Outagamie County, WI","05000US55087",None
2013,"Orange County, FL","05000US12095",None
2013,"Hillsborough County, FL","05000US12057",None
2013,"St. Louis County, MN","05000US27137",None
2013,"Clermont County, OH","05000US39025",None
2013,"Danville city","05000US51590",None
2013,"Hernando County, FL","05000US12053",None
2013,"Alamance County, NC","05000US37001",None
2015,"Indian River County, FL","05000US12061",None
2013,"Scott County, MN","05000US27139",None
2013,"Spotsylvania County, VA","05000US51177",None
2013,"Washington County, MN","05000US27163",None
2013,"St. Mary's County, MD","05000US24037",None
2013,"Darlington County","05000US45031",None
2013,"Fairbanks North Star Borough, AK","05000US02090",None
2013,"San Bernardino County, CA","05000US06071",None
2013,"Douglas County","05000US27041",None
2013,"District of Columbia, DC","05000US11001",None
2013,"Koochiching County","05000US27071",None
2013,"Cobb County, GA","05000US13067",None
2013,"Charleston County, SC","05000US45019",None
2013,"Carlton County","05000US27017",None
2013,"Lehigh County, PA","05000US42077",None
2013,"Lyon County","05000US27083",None
2013,"Cumberland County, ME","05000US23005",None
2013,"Washburn County","05000US55129",None
2013,"Lake County, IN","05000US18089",None
2013,"Manitowoc County","05000US55071",None
2013,"Brunswick County, NC","05000US37019",None
2013,"Ozaukee County","05000US55089",None
2013,"San Luis Obispo County, CA","05000US06079",None
2013,"Culpeper County","05000US51047",None
2013,"Pulaski County, AR","05000US05119",None
2013,"Nicollet County","05000US27103",None
2013,"Ashland County","05000US55003",None
2013,"Davis County, UT","05000US49011",None
2013,"Allendale County","05000US45005",None
2013,"Loudoun County, VA","05000US51107",None
2013,"Seminole County, FL","05000US12117",None
2014,"Franklin County","05000US17055",None
2013,"Genesee County, MI","05000US26049",None
2013,"Itasca County","05000US27061",None
2013,"Richland County, SC","05000US45079",None
2013,"Allen County, IN","05000US18003",None
2013,"Columbus County","05000US37047",None
2013,"Hamilton County, TN","05000US47065",None
2013,"Douglas County, KS","05000US20045",None
2013,"Dunn County","05000US55033",None
2013,"Franklin County","05000US25011",None
2013,"Jefferson County","05000US55055",None
2013,"Hampshire County, MA","05000US25015",None
2013,"Plymouth County, MA","05000US25023",None
2013,"Douglas County","05000US55031",None
2013,"Suffolk County, MA","05000US25025",None
2013,"Anoka County, MN","05000US27003",None
2013,"Washtenaw County, MI","05000US26161",None
2013,"Walworth County, WI","05000US55127",None
2013,"Ramsey County, MN","05000US27123",None
2013,"Stearns County, MN","05000US27145",None
2013,"Suffolk County, NY","05000US36103",None
2013,"Grant County","05000US55043",None
2013,"Menominee County","05000US55078",None
2013,"El Paso County, TX","05000US48141",None
2013,"Nash County","05000US37127",None
2013,"Utah County, UT","05000US49049",None
2013,"Kandiyohi County","05000US27067",None
2013,"Columbia County","05000US05027",None
2013,"Cass County","05000US27021",None
2013,"Alameda County, CA","05000US06001",None
2013,"Blue Earth County","05000US27013",None
2013,"Bronx County, NY","05000US36005",None
2013,"Montgomery County, MD","05000US24031",None
2013,"Washington County, OR","05000US41067",None
2015,"Franklin County","05000US17055",None
2013,"Carver County","05000US27019",None
2013,"Montgomery County, TX","05000US48339",None
2013,"Hampden County, MA","05000US25013",None
2013,"Pennington County","05000US27113",None
2013,"Howard County, MD","05000US24027",None
2013,"Kitsap County, WA","05000US53035",None
2013,"Stevens County","05000US27149",None
2013,"Berkshire County, MA","05000US25003",None
2013,"Clallam County","05000US53009",None
2013,"Richland County","05000US17159",None
2013,"Hancock County","05000US23009",None
2013,"Surry County","05000US37171",None
2013,"Sullivan County","05000US33019",None
2013,"Pine County","05000US27115",None
2013,"Brewster County","05000US48043",None
2013,"Brown County","05000US27015",None
2013,"Major County","05000US40093",None
2013,"Harrison County","05000US48203",None
2013,"Davison County","05000US46035",None
2013,"Anson County","05000US37007",None
2013,"Benton County","05000US41003",None
2013,"Chisago County","05000US27025",None
2013,"Le Flore County","05000US40079",None
2013,"Lamar County","05000US48277",None
2013,"San Lorenzo Municipio","05000US72129",None
2013,"Baldwin County, AL","05000US01003",None
2013,"Mayagüez Municipio","05000US72097",None
2013,"Cowlitz County, WA","05000US53015",None
2013,"San Sebastián Municipio","05000US72131",None
2013,"Utuado Municipio","05000US72141",None
2013,"Arroyo Municipio","05000US72015",None
2013,"Latimer County","05000US40077",None
2013,"Shannon County","05000US46113",None
2013,"Jerome County","05000US16053",None
2013,"Randall County, TX","05000US48381",None
2013,"Manatí Municipio","05000US72091",None
2013,"Chelan County","05000US53007",None
2013,"Pontotoc County","05000US40123",None
2013,"Jackson County","05000US40065",None
2013,"Stephens County","05000US40137",None
2013,"Montgomery County","05000US37123",None
2013,"Peach County","05000US13225",None
2013,"Washington Parish","05000US22117",None
2013,"Mason County","05000US21161",None
2013,"Midland County, TX","05000US48329",None
2013,"Randolph County","05000US29175",None
2013,"Callaway County","05000US29027",None
2013,"Transylvania County","05000US37175",None
2013,"Perry County","05000US01105",None
2013,"Buena Vista city","05000US51530",None
2013,"Smith County, TX","05000US48423",None
2013,"Saline County","05000US29195",None
2013,"Camden County","05000US29029",None
2013,"Bexar County, TX","05000US48029",None
2013,"Marion County","05000US45067",None
2013,"Ford County","05000US20057",None
2013,"Kleberg County","05000US48273",None
2013,"Decatur County","05000US19053",None
2013,"Chenango County","05000US36017",None
2013,"Waller County","05000US48473",None
2013,"Nacogdoches County","05000US48347",None
2013,"Hutchinson County","05000US48233",None
2013,"Floyd County","05000US18043",None
2013,"San Miguel County","05000US35047",None
2013,"Jasper County","05000US48241",None
2013,"Lincoln County","05000US41041",None
2013,"Ward County","05000US38101",None
2013,"Guaynabo Municipio","05000US72061",None
2013,"Bristol County","05000US44001",None
2013,"Independence County","05000US05063",None
2013,"Essex County","05000US36031",None
2013,"Orleans County","05000US50019",None
2013,"Monroe County, NY","05000US36055",None
2013,"Tulsa County, OK","05000US40143",None
2013,"Livingston Parish, LA","05000US22063",None
2013,"Rapides Parish, LA","05000US22079",None
2013,"Codington County","05000US46029",None
2013,"Natchitoches Parish","05000US22069",None
2013,"Pasquotank County","05000US37139",None
2013,"Cherokee County","05000US40021",None
2013,"Canyon County, ID","05000US16027",None
2013,"Ouachita Parish, LA","05000US22073",None
2013,"Socorro County","05000US35053",None
2013,"San Juan County, NM","05000US35045",None
2013,"Cayey Municipio","05000US72035",None
2013,"Carolina Municipio, PR","05000US72031",None
2013,"White County","05000US05145",None
2013,"Cortland County","05000US36023",None
2013,"Hot Spring County","05000US05059",None
2013,"Clay County","05000US46027",None
2013,"Roosevelt County","05000US30085",None
2013,"Livingston County","05000US36051",None
2013,"Guayama Municipio","05000US72057",None
2013,"Schoharie County","05000US36095",None
2013,"Mercer County, NJ","05000US34021",None
2013,"Roosevelt County","05000US35041",None
2013,"Big Horn County","05000US30003",None
2013,"Jefferson County","05000US05069",None
2013,"Cleveland County, OK","05000US40027",None
2013,"Humacao Municipio","05000US72069",None
2013,"Sioux County","05000US38085",None
2013,"Wayne County","05000US36117",None
2013,"Lincoln County","05000US46083",None
2013,"Oneida County, NY","05000US36065",None
2013,"Rensselaer County, NY","05000US36083",None
2013,"Cascade County","05000US30013",None
2013,"Terrebonne Parish, LA","05000US22109",None
2013,"Mississippi County","05000US05093",None
2013,"Hughes County","05000US40063",None
2013,"Sevier County","05000US05133",None
2013,"Stark County","05000US38089",None
2013,"Grays Harbor County","05000US53027",None
2013,"Sanpete County","05000US49039",None
2013,"Johnston County","05000US40069",None
2013,"Meade County","05000US46093",None
2013,"McClain County","05000US40087",None
2013,"Juana Díaz Municipio","05000US72075",None
2013,"Atoka County","05000US40005",None
2013,"Tooele County","05000US49045",None
2013,"Todd County","05000US46121",None
2013,"Webster Parish","05000US22119",None
2013,"St. Bernard Parish","05000US22087",None
2013,"Gurabo Municipio","05000US72063",None
2013,"Haskell County","05000US40061",None
2013,"Johnson County","05000US05071",None
2013,"Izard County","05000US05065",None
2013,"Moca Municipio","05000US72099",None
2013,"Taos County","05000US35055",None
2013,"Jackson County","05000US05067",None
2013,"Okmulgee County","05000US40111",None
2013,"Kingfisher County","05000US40073",None
2013,"St. Landry Parish","05000US22097",None
2013,"Lake County","05000US46079",None
2013,"Stutsman County","05000US38093",None
2013,"Vega Baja Municipio","05000US72145",None
2013,"Creek County","05000US40037",None
2013,"Pottawatomie County","05000US40125",None
2013,"Richland County","05000US38077",None
2013,"Washington County, RI","05000US44009",None
2013,"Seminole County","05000US40133",None
2013,"Yauco Municipio","05000US72153",None
2013,"Texas County","05000US40139",None
2013,"Oswego County, NY","05000US36075",None
2013,"Linn County, OR","05000US41043",None
2013,"Ellis County","05000US20051",None
2013,"Lawrence County","05000US46081",None
2013,"St. Lawrence County, NY","05000US36089",None
2013,"Steuben County, NY","05000US36101",None
2013,"Mayes County","05000US40097",None
2013,"Woods County","05000US40151",None
2013,"Rockland County, NY","05000US36087",None
2013,"Contra Costa County, CA","05000US06013",None
2013,"Umatilla County","05000US41059",None
2013,"Williams County","05000US38105",None
2013,"Warren County","05000US36113",None
2013,"Warren County, NJ","05000US34041",None
2013,"Rogers County","05000US40131",None
2013,"Houston County, AL","05000US01069",None
2013,"Barbour County","05000US54001",None
2013,"Wilkes County","05000US37193",None
2013,"Ohio County","05000US54069",None
2013,"Hardy County","05000US54031",None
2013,"Canadian County, OK","05000US40017",None
2013,"Grant County","05000US54023",None
2013,"Dane County, WI","05000US55025",None
2013,"Cabell County","05000US54011",None
2013,"Marshall County","05000US54051",None
2013,"Barranquitas Municipio","05000US72019",None
2013,"Putnam County","05000US54079",None
2013,"Hancock County","05000US54029",None
2013,"Brooke County","05000US54009",None
2013,"Yates County","05000US36123",None
2013,"Thurston County, WA","05000US53067",None
2013,"Garfield County","05000US40047",None
2013,"Wasco County","05000US41065",None
2013,"Tangipahoa Parish, LA","05000US22105",None
2015,"Mingo County","05000US54059",None
2013,"Riley County","05000US20161",None
2013,"Jefferson County","05000US54037",None
2013,"Custer County","05000US40039",None
2013,"Mercer County","05000US54055",None
2013,"Otsego County","05000US36077",None
2013,"Malheur County","05000US41045",None
2013,"Bryan County","05000US40013",None
2013,"Weber County, UT","05000US49057",None
2013,"Johnson County, KS","05000US20091",None
2013,"Sebastian County, AR","05000US05131",None
2013,"Ramsey County","05000US38071",None
2013,"Berkeley County, WV","05000US54003",None
2013,"Marion County","05000US54049",None
2013,"Union County","05000US05139",None
2013,"Fayette County","05000US54019",None
2013,"Kings County, NY","05000US36047",None
2013,"Santa Fe County, NM","05000US35049",None
2013,"Montgomery County","05000US36057",None
2013,"Gilmer County","05000US54021",None
2013,"Eddy County","05000US35015",None
2013,"Upshur County","05000US54097",None
2013,"Pendleton County","05000US54071",None
2013,"Greenbrier County","05000US54025",None
2013,"Marion County","05000US39101",None
2013,"Los Angeles County, CA","05000US06037",None
2013,"Ashtabula County, OH","05000US39007",None
2013,"Seward County","05000US20175",None
2013,"Hancock County","05000US39063",None
2013,"Highland County","05000US39071",None
2013,"Franklin County","05000US36033",None
2013,"Harrison County","05000US54033",None
2013,"Genesee County","05000US36037",None
2013,"Raleigh County","05000US54081",None
2013,"Wood County","05000US54107",None
2013,"Cibola County","05000US35006",None
2013,"Jackson County","05000US54035",None
2013,"Marion County","05000US20115",None
2013,"Randolph County","05000US54083",None
2013,"Bladen County","05000US37017",None
2013,"Logan County","05000US54045",None
2013,"Mineral County","05000US54057",None
2013,"Marion County, OR","05000US41047",None
2013,"Tuscarawas County","05000US39157",None
2013,"Faulkner County, AR","05000US05045",None
2013,"Windham County, CT","05000US09015",None
2013,"Monongalia County, WV","05000US54061",None
2013,"Ashley County","05000US05003",None
2013,"Sandusky County","05000US39143",None
2013,"Defiance County","05000US39039",None
2013,"Litchfield County, CT","05000US09005",None
2013,"Brown County","05000US39015",None
2013,"Gallia County","05000US39053",None
2013,"Jefferson County, NY","05000US36045",None
2013,"Champaign County","05000US39021",None
2013,"Oakland County, MI","05000US26125",None
2013,"Seneca County","05000US39147",None
2013,"Ravalli County","05000US30081",None
2013,"Ashland County","05000US39005",None
2013,"Scioto County","05000US39145",None
2013,"Boone County","05000US05009",None
2013,"Columbiana County, OH","05000US39029",None
2013,"Dawson County","05000US30021",None
2013,"Allen County, OH","05000US39003",None
2013,"Hardin County","05000US39065",None
2013,"Mercer County","05000US39107",None
2013,"Belmont County","05000US39013",None
2013,"Allen County","05000US21003",None
2013,"Washington County","05000US39167",None
2013,"Knott County","05000US21119",None
2013,"Fairfield County, CT","05000US09001",None
2013,"Chouteau County","05000US30015",None
2013,"Carter County","05000US21043",None
2013,"Bell County","05000US21013",None
2013,"Clinton County","05000US39027",None
2013,"Jackson County","05000US37099",None
2013,"Lewis County","05000US53041",None
2013,"Hamilton County, OH","05000US39061",None
2013,"Concordia Parish","05000US22029",None
2013,"Lake County, OH","05000US39085",None
2013,"Duval County, FL","05000US12031",None
2013,"Medina County, OH","05000US39103",None
2013,"Drew County","05000US05043",None
2013,"Portage County, OH","05000US39133",None
2013,"Clark County, OH","05000US39023",None
2013,"Hempstead County","05000US05057",None
2013,"Richland County, OH","05000US39139",None
2013,"Middlesex County, NJ","05000US34023",None
2013,"Wayne County, OH","05000US39169",None
2013,"Adams County","05000US31001",None
2013,"Josephine County","05000US41033",None
2013,"Dade County","05000US13083",None
2013,"Oklahoma County, OK","05000US40109",None
2013,"Jackson County","05000US39079",None
2013,"Muskingum County","05000US39119",None
2013,"Daviess County","05000US21059",None
2013,"Henry County","05000US39069",None
2013,"Graves County","05000US21083",None
2013,"Guernsey County","05000US39059",None
2013,"Woodward County","05000US40153",None
2013,"Athens County","05000US39009",None
2013,"Sampson County","05000US37163",None
2013,"Madison County","05000US39097",None
2013,"Garland County","05000US05051",None
2013,"Island County","05000US53029",None
2013,"Franklin County","05000US21073",None
2013,"Madison County","05000US37115",None
2013,"Breathitt County","05000US21025",None
2013,"Logan County","05000US39091",None
2013,"Winneshiek County","05000US19191",None
2013,"Greene County","05000US05055",None
2013,"Huron County","05000US39077",None
2013,"Harlan County","05000US21095",None
2013,"Clearfield County","05000US42033",None
2013,"Clay County","05000US21051",None
2014,"Barrow County","05000US13013",None
2013,"Mahoning County, OH","05000US39099",None
2013,"Mercer County, PA","05000US42085",None
2013,"Trumbull County, OH","05000US39155",None
2013,"Madison County","05000US36053",None
2013,"Greene County, OH","05000US39057",None
2013,"Fairfield County, OH","05000US39045",None
2013,"Columbia County, GA","05000US13073",None
2013,"Washington County","05000US40147",None
2013,"Martin County","05000US37117",None
2013,"Boone County, KY","05000US21015",None
2013,"Miami County, OH","05000US39109",None
2013,"Kent County, DE","05000US10001",None
2013,"Geauga County","05000US39055",None
2013,"Grand Forks County","05000US38035",None
2013,"Adair County","05000US21001",None
2013,"Forsyth County, NC","05000US37067",None
2013,"Dougherty County","05000US13095",None
2013,"Bonneville County, ID","05000US16019",None
2013,"Campbell County","05000US21037",None
2013,"Caguas Municipio, PR","05000US72025",None
2013,"Bulloch County","05000US13031",None
2013,"Pike County","05000US39131",None
2013,"Deschutes County, OR","05000US41017",None
2013,"Fulton County, GA","05000US13121",None
2013,"Barren County","05000US21009",None
2013,"Boyd County","05000US21019",None
2013,"Whatcom County, WA","05000US53073",None
2013,"Calloway County","05000US21035",None
2013,"Ocean County, NJ","05000US34029",None
2013,"Los Alamos County","05000US35028",None
2013,"Jefferson County","05000US39081",None
2013,"Van Wert County","05000US39161",None
2013,"Nassau County, NY","05000US36059",None
2013,"Floyd County","05000US21071",None
2013,"Flathead County","05000US30029",None
2013,"Perry County","05000US21193",None
2013,"Wythe County","05000US51197",None
2013,"Carter County","05000US40019",None
2013,"Haralson County","05000US13143",None
2013,"Leslie County","05000US21131",None
2013,"Caddo Parish, LA","05000US22017",None
2013,"Washington County","05000US13303",None
2013,"Holmes County","05000US28051",None
2013,"Brookings County","05000US46011",None
2013,"Muscogee County, GA","05000US13215",None
2013,"Clinton County","05000US36019",None
2013,"Wood County, OH","05000US39173",None
2013,"Claiborne County","05000US28021",None
2013,"Wayne County","05000US13305",None
2013,"Knox County","05000US39083",None
2013,"Lawrence County","05000US39087",None
2013,"Crittenden County","05000US05035",None
2013,"New Hanover County, NC","05000US37129",None
2013,"Itawamba County","05000US28057",None
2013,"Lauderdale County","05000US28075",None
2013,"San Francisco County, CA","05000US06075",None
2013,"Marshall County","05000US28093",None
2013,"Cherokee County","05000US45021",None
2013,"Jefferson County","05000US19101",None
2013,"Duchesne County","05000US49013",None
2013,"Newton County","05000US28101",None
2013,"Oktibbeha County","05000US28105",None
2013,"Somerset County","05000US23025",None
2013,"Dickey County","05000US38021",None
2013,"Pike County","05000US28113",None
2013,"Pitt County, NC","05000US37147",None
2013,"Christian County","05000US21047",None
2013,"Laurel County","05000US21125",None
2013,"Coos County","05000US41011",None
2013,"Tippah County","05000US28139",None
2013,"Glynn County","05000US13127",None
2013,"Woodford County","05000US21239",None
2013,"Craighead County, AR","05000US05031",None
2013,"Emanuel County","05000US13107",None
2013,"Fayette County, GA","05000US13113",None
2013,"Ware County","05000US13299",None
2013,"Jackson County, MS","05000US28059",None
2013,"Tolland County, CT","05000US09013",None
2013,"Clarke County, GA","05000US13059",None
2013,"Sussex County, NJ","05000US34037",None
2013,"Cass County, ND","05000US38017",None
2013,"Whitley County","05000US21235",None
2013,"Calcasieu Parish, LA","05000US22019",None
2013,"Bolivar County","05000US28011",None
2013,"Leake County","05000US28079",None
2013,"Middlesex County, CT","05000US09007",None
2013,"Pike County","05000US21195",None
2013,"Broome County, NY","05000US36007",None
2013,"Rowan County","05000US21205",None
2013,"Bayamón Municipio, PR","05000US72021",None
2013,"Stark County, OH","05000US39151",None
2013,"Boone County, MO","05000US29019",None
2013,"Kauai County","05000US15007",None
2013,"Pickaway County","05000US39129",None
2013,"Lee County","05000US28081",None
2013,"Catawba County, NC","05000US37035",None
2013,"Lafayette County","05000US28071",None
2013,"Curry County","05000US35009",None
2013,"Prentiss County","05000US28117",None
2013,"Chesapeake city, VA","05000US51550",None
2013,"Letcher County","05000US21133",None
2013,"Camden County, NJ","05000US34007",None
2013,"Sumter County","05000US13261",None
2013,"Rutland County","05000US50021",None
2013,"Benson County","05000US38005",None
2013,"Sunflower County","05000US28133",None
2013,"Atlantic County, NJ","05000US34001",None
2013,"Washington County","05000US21229",None
2013,"Chaves County","05000US35005",None
2013,"Hinds County, MS","05000US28049",None
2013,"DeSoto County, MS","05000US28033",None
2013,"Nueces County, TX","05000US48355",None
2013,"Paulding County, GA","05000US13223",None
2013,"Houston County, GA","05000US13153",None
2013,"Adair County","05000US40001",None
2014,"Douglas County, GA","05000US13097",None
2013,"Douglas County, GA","05000US13097",None
2013,"Sarasota County, FL","05000US12115",None
2013,"Grenada County","05000US28043",None
2013,"Lowndes County","05000US28087",None
2013,"Henderson County","05000US21101",None
2013,"Bottineau County","05000US38009",None
2013,"Wayne County, NC","05000US37191",None
2013,"Hopkins County","05000US21107",None
2013,"Bernalillo County, NM","05000US35001",None
2013,"Spalding County","05000US13255",None
2013,"Washington County","05000US28151",None
2013,"Conway County","05000US05029",None
2013,"Pulaski County","05000US21199",None
2013,"Acadia Parish","05000US22001",None
2013,"Crawford County","05000US42039",None
2013,"Clatsop County","05000US41007",None
2013,"Coffee County","05000US13069",None
2013,"Windham County","05000US50025",None
2013,"Lamoille County","05000US50015",None
2013,"Snyder County","05000US42109",None
2013,"Bennington County","05000US50003",None
2013,"Tillamook County","05000US41057",None
2013,"Pearl River County","05000US28109",None
2013,"Laurens County","05000US13175",None
2013,"Aguada Municipio","05000US72003",None
2013,"Tift County","05000US13277",None
